Unnamed: 0,id,original_language,title,overview,popularity,release_date,vote_average,vote_count
4522,244506,en,Camp X-Ray,"a young woman joins the military to be part of something bigger than herself and her small-town roots. instead, she ends up as a new guard at guantanamo bay, where her mission is far from black and white. surrounded by hostile jihadists and aggressive squadmates, she strikes up an unusual friendship with one of the detainees.",25.596,2014-10-17,6.717,994
3690,9692,en,The Woodsman,"after twelve years in prison, walter returns home. his family has abandoned him, save for his brother-in-law. few know he's a sex offender and pedophile. walter finds an apartment and is regularly visited by his parole officer. he gets a job at a lumber mill and starts seeing a coworker. then his new world begins to unravel; as his past becomes known, he strikes up a high-risk friendship with a young girl and realizes that a man loitering near a schoolyard is a child molester prowling for his next victim.",12.726,2004-12-24,6.898,463
941,76600,en,Avatar: The Way of Water,"set more than a decade after the events of the first film, learn the story of the sully family (jake, neytiri, and their kids), the trouble that follows them, the lengths they go to keep each other safe, the battles they fight to stay alive, and the tragedies they endure.",135.651,2022-12-14,7.6,11674
3259,21208,en,Orphan,"after losing their baby, a married couple adopt 9-year old esther, who may not be as innocent as she seems.",44.549,2009-07-24,6.996,5167
9104,77948,en,The Cold Light of Day,"after his family is kidnapped during their sailing trip in spain, a young wall street trader is confronted by the people responsible: intelligence agents looking to recover a mysterious briefcase.",18.765,2012-04-04,5.4,881
7817,749274,en,Cry Macho,"mike milo, a one-time rodeo star and washed-up horse breeder, takes a job from an ex-boss to bring the man's young son home from mexico.",15.607,2021-09-16,5.961,979
2597,749004,fr,Petite maman,"after the death of her beloved grandmother, eight-year-old nelly meets a strangely familiar girl her own age in the woods. instantly forming a connection with this mysterious new friend, nelly embarks on a fantastical journey of discovery which helps her come to terms with this newfound loss.",13.269,2021-06-02,7.156,365
8669,11056,en,Darkness,"a teenage girl moves into a remote country home with her family, only to discover that the gloomy old house has a horrifying past that threatens to destroy them.",9.389,2002-10-11,5.627,379
3389,255718,en,Barbie: The Pearl Princess,"barbie plays lumina, a mermaid girl with the power to change the color of pearls. cheerful and creative, lumina finds herself working in a mermaid salon customizing fabulous hairstyles. and when lumina has the chance to attend the royal ball, her friends adorn her with a gown fit for a princess. at the ball, villains try to seize power over the kingdom, and lumina finds within herself an unexpected power that proves she is much more than a hair stylist.",23.583,2014-02-15,6.965,326
8252,325848,fr,The Parisian Bitch,"thirty-year-old camilla, realizes that she doesn't have the life she deserves and decides that the only destiny worthy of her is that of a royal princess.",7.124,2015-04-29,5.8,468
6181,993784,en,Lisa Frankenstein,"in 1989, a misunderstood teenager has a high school crush — who just happens to be a handsome corpse! after a set of playfully horrific circumstances bring him back to life, the two embark on a murderous journey to find love, happiness…and a few missing body parts along the way.",36.702,2024-02-07,6.359,301
1300,13353,en,"It's the Great Pumpkin, Charlie Brown","this classic ""peanuts"" tale focuses on the thumb-sucking, blanket-holding linus, and his touching faith in the ""great pumpkin."" when linus discovers that no one else believes in the creature, he sets out to prove that the pumpkin's no myth—by spending the night alone in a pumpkin patch.",27.958,1966-10-27,7.495,382
8422,287084,en,The Town that Dreaded Sundown,a masked maniac terrorizes the same small community where a murderer known as the phantom killer struck decades earlier.,15.088,2014-10-16,5.746,439
3344,2054,en,Mr. Holland's Opus,"in 1965, passionate musician glenn holland takes a day job as a high school music teacher, convinced it's just a small obstacle on the road to his true calling: writing a historic opus. as the decades roll by with the composition unwritten but generations of students inspired through his teaching, holland must redefine his life's purpose.",15.448,1995-12-29,6.974,402
2858,9675,en,Sideways,"two middle-aged men embark on a spiritual journey through californian wine country. one is an unpublished novelist suffering from depression, and the other is only days away from walking down the aisle.",14.721,2004-10-22,7.093,1619
3119,615665,en,Holidate,"fed up with being single on holidays, two strangers agree to be each other's platonic plus-ones all year long, only to catch real feelings along the way.",20.208,2020-10-27,7.028,2134
3953,30508,de,Berlin Calling,a man tours clubs around the globe with his manager and girlfriend. on the eve of their largest album release he is admitted to a psychiatric clinic after overdosing at a gig.,12.122,2008-10-01,6.839,329
5722,450001,cn,Master Z: Ip Man Legacy,"following his defeat by master ip, cheung tin chi tries to make a life with his young son in hong kong, waiting tables at a bar that caters to expats. but it's not long before the mix of foreigners, money, and triad leaders draw him once again to the fight.",29.454,2018-12-20,6.458,522
7024,473149,en,Traffik,"a couple off for a romantic weekend in the mountains are accosted by a biker gang. alone in the mountains, brea and john must defend themselves against the gang, who will stop at nothing to protect their secrets.",15.226,2018-04-20,6.157,436
2680,130925,en,Partysaurus Rex,"when rex finds himself left behind in the bathroom, he puts his limbs to use by getting a bath going for a bunch of new toy friends.",40.04,2012-09-14,7.137,472
956,624932,en,Dave Chappelle: Sticks & Stones,"dave chappelle takes on gun culture, the opioid crisis and the tidal wave of celebrity scandals in this defiant stand-up special.",9.916,2019-08-26,7.616,301
9146,242076,en,The Bag Man,a criminal waits in a seedy motel for his boss after killing several men to steal a bag.,14.543,2014-02-28,5.3,342
8718,354287,en,War Machine,a rock star general bent on winning the “impossible” war in afghanistan takes us inside the complex machinery of modern war. inspired by the true story of general stanley mcchrystal.,16.425,2017-05-26,5.601,1115
9060,8427,en,I Spy,"when the switchblade, the most sophisticated prototype stealth fighter created yet, is stolen from the u.s. government, one of the united states' top spies, alex scott, is called to action. what he doesn't expect is to get teamed up with a cocky civilian, world class boxing champion kelly robinson, on a dangerous top secret espionage mission. their assignment: using equal parts skill and humor, catch arnold gundars, one of the world's most successful arms dealers.",23.136,2002-10-31,5.392,922
5647,243684,en,"Men, Women & Children","follows the story of a group of high school teenagers and their parents as they attempt to navigate the many ways the internet has changed their relationships, their communication, their self-image, and their love lives.",19.654,2014-10-17,6.474,857
1396,11610,en,"Play It Again, Sam","a neurotic film critic obsessed with the movie casablanca (1942) attempts to get over his wife leaving him by dating again with the help of a married couple and his illusory idol, humphrey bogart.",13.549,1972-05-04,7.5,554
2311,979,fr,Irreversible,a woman’s lover and her ex-boyfriend take justice into their own hands after she becomes the victim of a rapist. because some acts can’t be undone. because man is an animal. because the desire for vengeance is a natural impulse. because most crimes remain unpunished.,55.681,2002-05-22,7.228,2826
5321,12106,en,The Quick and the Dead,"a mysterious woman comes to compete in a quick-draw elimination tournament, in a town taken over by a notorious gunman.",33.072,1995-02-09,6.5,1689
159,1398,ru,Stalker,"near a gray and unnamed city is the zone, a place guarded by barbed wire and soldiers, and where the normal laws of physics are victim to frequent anomalies. a stalker guides two men into the zone, specifically to an area in which deep-seated desires are granted.",56.737,1979-05-25,8.152,2100
8580,49787,en,The Reef,a great white shark hunts the crew of a capsized sailboat along the great barrier reef.,14.781,2010-05-15,5.7,542
98,504253,ja,I Want to Eat Your Pancreas,"after his classmate and crush is diagnosed with a pancreatic disease, an average high schooler sets out to make the most of her final days.",45.14,2018-09-01,8.228,1516
2649,10531,en,Death and the Maiden,a political activist is convinced that her guest is a man who once tortured her for the government.,13.043,1994-05-04,7.142,486
5810,109451,en,Cloudy with a Chance of Meatballs 2,"after the disastrous food storm in the first film, flint and his friends are forced to leave the town. flint accepts the invitation from his idol chester v to join the live corp company, which has been tasked to clean the island, and where the best inventors in the world create technologies for the betterment of mankind. when flint discovers that his machine still operates and now creates mutant food beasts like living pickles, hungry tacodiles, shrimpanzees and apple pie-thons, he and his friends must return to save the world.",45.741,2013-09-26,6.442,3125
6021,34769,en,Defendor,"a crooked cop, a mob boss and the young girl they abuse are the denizens of a city's criminal underworld. it's a world that ordinary arthur poppington doesn't understand and doesn't belong in, but is committed to fighting when he changes into a vigilante super-hero of his own making, defendor. with no power other than courage defendor takes to the streets to protect the city's innocents.",12.84,2009-09-12,6.4,538
1141,682507,en,Where the Crawdads Sing,"abandoned by her family, kya raises herself all alone in the marshes outside of her small town. when her former boyfriend is found dead, kya is instantly branded by the local townspeople and law enforcement as the prime suspect for his murder.",39.093,2022-07-14,7.544,1701
1924,998022,de,The Teachers' Lounge,"when one of her students is suspected of theft, teacher carla nowak decides to get to the bottom of the matter. caught between her ideals and the school system, the consequences of her actions threaten to break her.",22.549,2023-05-04,7.322,411
8878,61012,en,Silent Hill: Revelation 3D,"heather mason and her father have been on the run, always one step ahead of dangerous forces that she doesn't fully understand, now on the eve of her 18th birthday, plagued by horrific nightmares and the disappearance of her father, heather discovers she's not who she thinks she is. the revelation leads her deeper into a demonic world that threatens to trap her forever.",30.784,2012-10-10,5.5,1596
1085,475888,en,Tell It to the Bees,"dr. jean markham returns to the town she left as a teenager to take over her late father's medical practice. when a school-yard scuffle lands charlie in her surgery, she invites him to visit the hives in her garden and tell his secrets to the bees, as she once did. the new friendship between the boy and the bee keeper brings his mother lydia into jean's world.",17.699,2018-09-09,7.566,432
2963,744275,en,After We Fell,"just as tessa's life begins to become unglued, nothing is what she thought it would be. not her friends nor her family. the only person that she should be able to rely on is hardin, who is furious when he discovers the massive secret that she's been keeping. before tessa makes the biggest decision of her life, everything changes because of revelations about her family.",68.517,2021-09-01,7.066,2534
1967,167073,en,Brooklyn,"in 1950s ireland and new york, young eilis lacey has to choose between two men and two countries.",22.792,2015-10-20,7.3,3048
4072,11774,en,Lemony Snicket's A Series of Unfortunate Events,"three wealthy children's parents are killed in a fire. when they are sent to a distant relative, they find out that he is plotting to kill them and seize their fortune.",54.225,2004-12-16,6.814,4916
5725,810873,en,Single All the Way,"desperate to avoid his family’s judgment about his perpetual single status, peter convinces his best friend nick to join him for the holidays and pretend that they’re now in a relationship. but when peter’s mother sets him up on a blind date with her handsome trainer james, the plan goes awry.",17.48,2021-12-02,6.457,362
7433,345922,en,Fist Fight,"when one school teacher gets the other fired, he is challenged to an after-school fight.",13.494,2017-02-16,6.062,1221
4023,864370,zh,Incantation,"inspired by a true story of a family who believed they were possessed by spirits, this film follows a woman who must protect her child from a curse.  warning: this is a cursed video, it might contain certain risks to watch. for those who dares to follow, please solve the puzzle of my daughter's curse with me.",33.313,2022-03-18,6.824,623
9234,10718,en,Torque,"biker cary ford is framed by an old rival and biker gang leader for the murder of another gang member who happens to be the brother of trey, leader of the most feared biker gang in the country. ford is now on the run trying to clear his name from the murder with trey and his gang looking for his blood.",33.789,2004-01-16,5.226,561
2300,152603,en,Only Lovers Left Alive,"a depressed musician reunites with his lover in the desolate streets of detroit. though their romance has endured several centuries, it is tested by the arrival of her capricious and unpredictable younger sister.",19.483,2013-12-12,7.2,2142
5265,46528,en,The Warrior's Way,a warrior-assassin is forced to hide in a small town in the american badlands after refusing a mission.,17.2,2010-12-01,6.552,610
2487,10243,en,The Flight of the Phoenix,a cargo aircraft crashes in a sandstorm in the sahara with less than a dozen men on board. one of the passengers is an airplane designer who comes up with the idea of ripping off the undamaged wing and using it as the basis for a replacement aircraft they need to build before their food and water run out.,14.152,1965-12-15,7.2,312
6789,9604,en,Red Heat,a tough russian policeman is forced to partner up with a cocky chicago police detective when he is sent to chicago to apprehend a georgian drug lord who killed his partner and fled the country.,28.207,1988-06-17,6.219,1416
1571,290762,en,Miss You Already,the friendship between two life-long girlfriends is put to the test when one starts a family and the other falls ill.,14.537,2015-09-12,7.4,659
1494,339984,en,Miracles from Heaven,"when christy discovers her 10-year-old daughter anna has a rare, incurable disease, she becomes a ferocious advocate for her daughter’s healing as she searches for a solution. after anna has a freak accident and falls three stories, a miracle unfolds in the wake of her dramatic rescue that leaves medical specialists mystified, her family restored and their community inspired.",46.08,2016-03-17,7.437,1168
8864,466622,en,The Rhythm Section,"when she discovers the plane crash that claimed the lives of her family was no accident, stephanie patrick enters the dark, complex world of international espionage seeking vengeance. with nothing left to lose, stephanie transforms from victim to assassin and discovers that neither revenge nor the truth are what they appear.",16.522,2020-01-31,5.517,584
7843,460321,en,Close,"a counter-terrorism expert takes a job protecting a young heiress. after an attempted kidnapping puts both of their lives in danger, they must flee.",21.82,2019-02-22,6.0,644
4189,11054,en,Hairspray,"'pleasantly plump' teenager tracy turnblad achieves her dream of becoming a regular on the corny collins dance show. now a teen hero, she starts using her fame to speak out for the causes she believes in, most of all integration. in doing so, she earns the wrath of the show's former star, amber von tussle, as well as amber's manipulative, pro-segregation parents. the rivalry comes to a head as amber and tracy vie for the title of miss auto show 1963.",22.206,1988-02-26,6.8,403
7386,70821,en,Cyberbully,a woman tries to help her teenage daughter when she becomes the victim of online bullying.,15.207,2011-11-10,6.1,463
1966,590223,en,Love and Monsters,"seven years since the monsterpocalypse began, joel dawson has been living underground in order to survive. but after reconnecting over radio with his high school girlfriend aimee, joel decides to venture out to reunite with her, despite all the dangerous monsters that stand in his way.",43.749,2020-10-16,7.3,3966
4482,107846,en,Escape Plan,"ray breslin is the world's foremost authority on structural security. after analyzing every high security prison and learning a vast array of survival skills so he can design escape-proof prisons, his skills are put to the test. he's framed and incarcerated in a master prison he designed himself. he needs to escape and find the person who put him behind bars.",34.351,2013-10-09,6.724,5062
6218,299,en,Ocean's Eleven,danny ocean and his gang attempt to rob the five biggest casinos in las vegas in one night.,19.571,1960-08-10,6.4,336
7002,197796,fr,Beauty and the Beast,"forced to face the cruel side of life, a devastated, bankrupt merchant chances upon the enchanted castle of a hideous creature, the mere sight of it chills the bone to the marrow. there, a fate worse than death awaits the poor father-of-six, who, after plucking a sweet-scented rose from the repulsive master's verdant garden, must do the impossible: permit his compassionate daughter, belle, to take his place and pay for the sins of her parent. now, an impenetrable mystery shrouds the haunted mansion, and, as repugnance gradually turns into affection, only true love could break the spell.",46.088,2014-02-12,6.162,1998
5471,5353,en,The Hunting Party,"a young journalist, an experienced cameraman and a discredited reporter find their bold plan to capture bosnia's top war criminal quickly spiraling out of control when a un representative mistakes them for a cia hit squad.",11.188,2007-09-03,6.514,312
4111,340485,en,American Honey,"a teenage girl with nothing to lose joins a traveling magazine sales crew, and gets caught up in a whirlwind of hard partying, law bending and young love as she criss-crosses the midwest with a band of misfits.",12.065,2016-09-30,6.8,822
147,111,en,Scarface,"after getting a green card in exchange for assassinating a cuban government official, tony montana stakes a claim on the drug trade in miami. viciously murdering anyone who stands in his way, tony eventually becomes the biggest drug lord in the state, controlling nearly all the cocaine that comes through miami. but increased pressure from the police, wars with colombian drug cartels and his own drug-fueled paranoia serve to fuel the flames of his eventual downfall.",90.082,1983-12-09,8.167,11620
5261,21159,en,The Last Man on Earth,"when a disease turns all of humanity into the living dead, the last man on earth becomes a reluctant vampire hunter.",14.439,1964-05-06,6.6,416
9346,75736,en,Catch.44,"the lives of three female assassins take a sudden turn when their charming boss lures them into one last job. they soon find themselves thrust into a bizarre situation involving a psychotic hit man, a grizzled trucker and a delusional line cook.",11.677,2011-12-08,5.1,335
1114,33997,en,Desert Flower,"the autobiography of a somalian nomad who was sold in marriage at 13, fled from africa a while later to become finally an american supermodel and is now at the age of 38, the un spokeswoman against female genital mutilation.",17.316,2009-09-24,7.557,412
6846,27374,en,Lake Mungo,"after 16-year-old alice palmer drowns in a local dam, her family experiences a series of strange, inexplicable events centered in and around their home. unsettled, the palmers seek the help of psychic and parapsychologist, who discovers that alice led a secret, double life. at lake mungo, alice's secret past emerges.",17.009,2009-07-30,6.206,521
337,38360,ru,The Cranes Are Flying,"veronika and boris come together in moscow shortly before world war ii. walking along the river, they watch cranes fly overhead, and promise to rendezvous before boris leaves to fight. boris misses the meeting and is off to the front lines, while veronika waits patiently, sending letters faithfully. after her house is bombed, veronika moves in with boris' family, into the company of a cousin with his own intentions.",17.6,1957-10-12,7.959,365
619,609242,es,The Heist of the Century,"in 2006, a group of thieves performed what is considered one of the most famous and smart bank heists in the history of argentina. how they robbed the rio bank is as surprising as what happened afterwards. this is their story.",21.522,2020-01-16,7.784,770
3001,8079,hi,Om Shanti Om,"reincarnated 30 years after being killed in a suspicious on-set fire, a small-time actor is determined to punish the person who ignited the blaze.",15.888,2007-11-07,7.056,347
1436,175,fr,The Big Blue,"two men answer the call of the ocean in this romantic fantasy-adventure.  jacques and enzo are a pair of friends who have been close since childhood, and who share a passion for the dangerous sport of free diving. professional diver jacques opted to follow in the footsteps of his father, who died at sea when jacques was a boy; to the bewilderment of scientists, jacques harbors a remarkable ability to adjust his heart rate and breathing pattern in the water, so that his vital signs more closely resemble that of dolphins than men.  as enzo persuades a reluctant jacques to compete against him in a free diving contest -- determining who can dive deeper and longer without scuba gear -- jacques meets johana, a beautiful insurance investigator from america, and he finds that he must choose between his love for her and his love of the sea.",24.48,1988-05-10,7.454,1410
1720,15080,ja,Only Yesterday,"in lyrical switches between the present and the past, taeko contemplates the arc of her life, and wonders if she has been true to the dreams of her childhood self.",34.404,1991-07-20,7.375,1072
2021,10112,en,The Aristocats,"when madame adelaide bonfamille leaves her fortune to duchess and her children—bonfamille’s beloved family of cats—the butler plots to steal the money and kidnaps the legatees, leaving them out on a country road. all seems lost until the wily thomas o’malley cat and his jazz-playing alley cats come to the aristocats’ rescue.",65.006,1970-11-13,7.299,4910
712,12491,it,Accattone,a pimp with no other means to provide for himself finds his life spiralling out of control when his prostitute is sent to prison.,16.421,1961-09-25,7.7,464
582,29458,it,One Hundred Steps,"peppino impastato is a quick-witted lad growing up in 1970s sicily. despite hailing from a family with mafia ties and living just one hundred steps from the house of local boss tano badalamenti, peppino decides to expose the mafia by using a pirate radio station to broadcast his political pronouncements in the form of ironic humour.",10.667,2000-09-01,7.803,637
5667,852096,en,We Have a Ghost,"after kevin finds a ghost named ernest haunting his new home, he becomes an overnight social media sensation. but when kevin and ernest go rogue to investigate the mystery of the latter's past, they become targets of the cia.",23.227,2023-02-24,6.5,572
2106,809,en,Shrek 2,"shrek, fiona, and donkey set off to far, far away to meet fiona's mother and father, the queen and king. but not everyone is happily ever after. shrek and the king find it difficult to get along, and there's tension in the marriage. the fairy godmother discovers that fiona has married shrek instead of her son prince charming and plots to destroy their marriage.",121.122,2004-05-19,7.278,12103
5728,543540,en,The Perfect Date,"no beau? no problem! to earn money for college, a high schooler creates a dating app that lets him act as a stand-in boyfriend.",20.591,2019-04-12,6.457,3222
5146,27324,ja,Pulse,"in the immense city of tokyo, the darkness of the afterlife lurks some of its inhabitants who are desperately trying to escape the sadness and isolation of the modern world.",19.694,2001-02-03,6.581,488
1555,10400,en,The Hurricane,"the story of rubin ""hurricane"" carter, a boxer wrongly imprisoned for murder, and the people who aided in his fight to prove his innocence.",18.93,1999-09-17,7.421,1356
4551,16241,en,The Boys from Brazil,nazi hunter ezra lieberman discovers a sinister and bizarre plot to rekindle the third reich.,15.956,1978-10-05,6.709,380
2443,788,en,Mrs. Doubtfire,"loving but irresponsible dad daniel hillard, estranged from his exasperated spouse, is crushed by a court order allowing only weekly visits with his kids. when daniel learns his ex needs a housekeeper, he gets the job -- disguised as a british nanny. soon he becomes not only his children's best pal but the kind of parent he should have been from the start.",51.998,1993-11-24,7.193,6000
2787,11639,en,The Dark Crystal,"on another planet in the distant past, a gelfling embarks on a quest to find the missing shard of a magical crystal and restore order to his world, before the grotesque race of skeksis find and use the crystal for evil.",35.862,1982-12-17,7.1,1089
6316,38117,en,Beastly,"a modern-day take on the ""beauty and the beast"" tale where a new york teen is transformed into a hideous monster in order to find true love.",31.198,2011-01-21,6.328,2727
7347,192102,en,3 Days to Kill,"a dangerous international spy is determined to give up his high stakes life to finally build a closer relationship with his estranged wife and daughter. but first, he must complete one last mission - even if it means juggling the two toughest assignments yet: hunting down the world's most ruthless terrorist and looking after his teenage daughter for the first time in ten years, while his wife is out of town.",46.993,2014-02-14,6.087,2123
2545,13012,en,Felon,a family man convicted of killing an intruder must cope with life afterward in the violent penal system.,35.253,2008-07-17,7.2,862
4784,38368,th,Uncle Boonmee Who Can Recall His Past Lives,"suffering from acute kidney failure, boonmee has chosen to spend his final days surrounded by his loved ones in the countryside. surprisingly, the ghost of his deceased wife appears to care for him, and his long lost son returns home in a non-human form. contemplating the reasons for his illness, boonmee treks through the jungle with his family to a mysterious hilltop cave—the birthplace of his first life.",18.226,2010-06-25,6.661,348
3112,49444,en,Kung Fu Panda 2,"po and his friends fight to stop a peacock villain from conquering china with a deadly new weapon, but first the dragon warrior must come to terms with his past.",65.848,2011-05-25,7.029,7035
5921,455476,en,Knights of the Zodiac,"when a headstrong street orphan, seiya, in search of his abducted sister unwittingly taps into hidden powers, he discovers he might be the only person alive who can protect a reincarnated goddess, sent to watch over humanity. can he let his past go and embrace his destiny to become a knight of the zodiac?",65.007,2023-04-27,6.419,1103
4523,35554,it,Cado dalle nubi,"an aspiring singer from southern italy who's just been dumped moves north to milan, where he falls in love and enters a tv singing competition show.",7.779,2009-11-27,6.717,1612
8139,334538,en,Into the Forest,"in the not too distant future, two young women who live in a remote ancient forest discover the world around them is on the brink of an apocalypse. informed only by rumor, they fight intruders, disease, loneliness & starvation.",14.005,2016-06-03,5.856,655
3722,254,en,King Kong,"in 1933 new york, an overly ambitious movie producer coerces his cast and hired ship crew to travel to mysterious skull island, where they encounter kong, a giant ape who is immediately smitten with the leading lady.",55.293,2005-12-12,6.89,7760
8173,9728,en,Friday the 13th Part III,"an idyllic summer turns into a nightmare of unspeakable terror for yet another group of naïve counselors. ignoring camp crystal lake's bloody legacy, one by one they fall victim to the maniacal jason, who stalks them at every turn...",37.091,1982-08-13,5.8,1348
830,801335,en,Girl in the Basement,"sara is a teen girl who is looking forward to her 18th birthday to move away from her controlling father don. but before she could even blow out the candles, don imprisons her in the basement of their home.",77.434,2021-02-27,7.679,680
288,339877,en,Loving Vincent,a young man arrives at the last hometown of painter vincent van gogh to deliver the troubled artist's final letter and ends up investigating his final days there.,28.937,2017-06-22,8.004,2412
1458,9470,cn,Kung Fu Hustle,"it's the 1940s, and the notorious axe gang terrorizes shanghai. small-time criminals sing and bone hope to join, but they only manage to make lots of very dangerous enemies. fortunately for them, kung fu masters and hidden strength can be found in unlikely places. now they just have to take on the entire axe gang.",57.69,2004-02-10,7.447,2732
7138,6963,en,The Weather Man,"a chicago weather man, separated from his wife and children, debates whether professional and personal success are mutually exclusive.",12.268,2005-10-20,6.134,941
7601,820912,en,Persuasion,"living with her snobby family on the brink of bankruptcy, anne elliot is an unconforming woman with modern sensibilities. when frederick wentworth - the dashing one she once sent away - crashes back into her life, anne must choose between putting the past behind her or listening to her heart when it comes to second chances.",17.64,2022-07-01,6.018,574
2618,501170,en,Doctor Sleep,"still scarred by the trauma he endured as a child at the overlook hotel, dan torrance faces the ghosts of the past when he meets abra, a courageous teen who desperately needs his help -- and who possesses a powerful extrasensory ability called the ""shine"".",30.475,2019-10-30,7.149,4312
3911,9026,en,The Importance of Being Earnest,"two young gentlemen living in 1890s england use the same pseudonym (""ernest"") on the sly, which is fine until they both fall in love with women using that name, which leads to a comedy of mistaken identities...",12.215,2002-05-17,6.848,463
5064,9532,en,Final Destination,"after a teenager has a terrifying vision of him and his friends dying in a plane crash, he prevents the accident only to have death hunt them down, one by one.",62.896,2000-03-17,6.6,5501
8743,80035,en,The Watch,"four everyday suburban guys come together as an excuse to escape their humdrum lives one night a week. but when they accidentally discover that their town has become overrun with aliens posing as ordinary suburbanites, they have no choice but to save their neighborhood - and the world - from total extermination.",24.665,2012-07-26,5.587,2263
1912,34647,en,Enter the Void,"this psychedelic tour of life after death is seen entirely from the point of view of oscar, a young american drug dealer and addict living in tokyo with his prostitute sister, linda. when oscar is killed by police during a bust gone bad, his spirit journeys from the past -- where he sees his parents before their deaths -- to the present -- where he witnesses his own autopsy -- and then to the future, where he looks out for his sister from beyond the grave.",21.767,2009-06-17,7.328,1739
5339,8665,en,K-19: The Widowmaker,"when russia's first nuclear submarine malfunctions on its maiden voyage, the crew must race to save the ship and prevent a nuclear disaster.",22.988,2002-07-19,6.537,998
2539,823464,en,Godzilla x Kong: The New Empire,"following their explosive showdown, godzilla and kong must reunite against a colossal undiscovered threat hidden within our world, challenging their very existence – and our own.",399.183,2024-03-27,7.168,3526
6828,74725,en,Kill List,"nearly a year after a botched job, a hitman takes a new assignment with the promise of a big payoff for three killings. what starts off as an easy task soon unravels, sending the killer into the heart of darkness.",12.943,2011-09-02,6.209,754
8577,4954,en,Drop Zone,"a daring prison break from an airliner at 30,000 feet leaves u.s. marshal pete nessip mourning a brother and gunning for revenge. after being ordered to turn in his badge, he seeks out jessie crossman, a noted skydiver, and offers to sponsor her crew for the annual independence day parachuting show in washington, d.c., if she trains him. meanwhile, the mastermind behind the mid-air jailbreak is planning a daring computer theft on independence day.",14.832,1994-12-08,5.68,388
2045,610120,en,Anima,"in a short musical film directed by paul thomas anderson, thom yorke of radiohead stars in a mind-bending visual piece. best played loud.",8.803,2019-06-27,7.292,424
5772,119569,en,Marvel One-Shot: Item 47,"benny and claire, a down-on-their-luck couple, find a discarded chitauri weapon referred to as 'item 47'.",18.096,2012-08-29,6.449,529
2039,764,en,The Evil Dead,"in 1979, a group of college students find a sumerian book of the dead in an old wilderness cabin they've rented for a weekend getaway.",60.737,1981-09-10,7.295,3889
2161,43266,en,How Green Was My Valley,a man in his fifties reminisces about his childhood growing up in a welsh mining village at the turn of the 20th century.,18.263,1941-10-28,7.3,388
2560,11951,en,Vanishing Point,"kowalski works for a car delivery service, and takes delivery of a 1970 dodge challenger to drive from colorado to san francisco. shortly after pickup, he takes a bet to get the car there in less than 15 hours.",16.863,1971-01-15,7.166,435
2432,9820,en,The Parent Trap,"hallie parker and annie james are identical twins separated at a young age because of their parents' divorce. unknowingly to their parents, the girls are sent to the same summer camp where they meet, discover the truth about themselves, and then plot with each other to switch places.",84.585,1998-07-28,7.195,4081
781,23832,it,For Love and Gold,"a group of rogues steal a scroll granting its bearer the property of the land of aurocastro in apulia, a province in the south of italy. they elect a shaggy knight, brancaleone from norcia, as their leader, and decide to get possession of this supposedly wealthy land. many adventures will occurr during the journey.",10.445,1966-04-07,7.697,352
5048,720755,en,The Kid Detective,"a once-celebrated kid detective, now 31, continues to solve the same trivial mysteries between hangovers and bouts of self-pity. until a naive client brings him his first 'adult' case, to find out who brutally murdered her boyfriend.",11.095,2020-10-16,6.605,396
9551,10304,en,Starship Troopers 2: Hero of the Federation,"a group of troopers take refuge in an abandoned outpost after fighting alien bugs, failing to realize that more danger lays in wait.",23.798,2004-05-19,4.348,577
1433,489418,fr,In Safe Hands,"théo is given up for adoption by his biological mother on the very day he is born. after this anonymous birth, the mother has two months to change her mind… or not. the child welfare services and adoption service spring into action… the former have to take care of the baby and support it during this limbo-like time, this period of uncertainty, while the latter must find a woman to become his adoptive mother. she is called alice, and she has spent the last ten years fighting to have a child.",11.416,2018-12-05,7.454,487
7339,296360,en,Love & Friendship,"from jane austen’s novella, the beautiful and cunning lady susan vernon visits the estate of her in-laws to wait out colorful rumors of her dalliances and to find husbands for herself and her daughter. two young men, handsome reginald decourcy and wealthy sir james martin, severely complicate her plans.",10.355,2016-05-26,6.089,530
7191,218784,en,Freaks of Nature,"in the town of dillford, humans, vampires and zombies were all living in peace - until the alien apocalypse arrived. now three teenagers-one human, one vampire, and one zombie-have to team up to figure out how to get rid of the visitors.",12.83,2015-10-30,6.1,538
6503,451500,fr,Christmas & Co.,"christmas is on its way and with it disaster. the 92,000 responsible for manufacturing children's toys all become sick at the same time! it's a tough moment for santa, better known as father christmas. he's left no choice: he must make an emergency trip to earth with his reindeer to search for a remedy. when he arrives, he must find some allies to save the magic of christmas.",11.639,2017-12-06,6.284,584
3068,173,en,"20,000 Leagues Under the Sea","a ship sent to investigate a wave of mysterious sinkings encounters the advanced submarine, the nautilus, commanded by captain nemo.",27.29,1954-12-23,7.041,860
946,283995,en,Guardians of the Galaxy Vol. 2,the guardians must fight to keep their newfound family together as they unravel the mysteries of peter quill's true parentage.,79.09,2017-04-19,7.6,21327
7611,9997,en,Gabriel,gabriel tells the story of an archangel who fights to bring light back to purgatory - a place where darkness rules - and save the souls of the city's inhabitants.,17.045,2007-11-15,6.016,395
428,610150,ja,Dragon Ball Super: Super Hero,"the red ribbon army, an evil organization that was once destroyed by goku in the past, has been reformed by a group of people who have created new and mightier androids, gamma 1 and gamma 2, and seek vengeance against goku and his family.",48.798,2022-06-11,7.899,2790
